28.487262,0.8103868,0.438311,3.143,0.84,20.8,8.13
23.913258,0.8478826,0.4772142,3.386,1.39,16.6,7.74
31.211872,0.7877882,0.4270554,3.253,1.32,17,8.85
22.992429,0.8522494,0.496517,3.452,0.58,16.8,9.55
35.21665,0.842097,0.466606,3.52,1.56,21.3,10.07
11.083874,0.7971952,0.4159432,2.434,0.74,11,5.06
14.768141,0.7873736,0.4151278,2.586,1.07,15,7.14
16.541797,0.8220686,0.445005,3.143,1.83,16.2,6.77
22.79719,0.8458514,0.4971616,3.242,0.92,17.1,8.42
19.547101,0.8292694,0.468249,3.47,1.35,14.6,6.82
36.175338,0.8626288,0.47267,3.324,0.98,21,8.48
34.365739,0.7784832,0.4197236,3.222,1.24,16.2,8.13
34.189722,0.8419732,0.4600338,4.271,1.06,20,7.92
24.117215,0.822144,0.4564394,3.978,0.98,19.8,6.82
19.345063,0.8652216,0.5116854,3.29,0.92,18.1,5.86
23.194449,0.7901686,0.4443854,3.523,1.02,17.4,7.68
18.239678,0.80411,0.4786066,3.146,0.83,15.2,5.96
25.959821,0.8698952,0.5038362,3.751,0.47,16.1,7.06
33.550788,0.8228972,0.4654692,4.122,1.77,19.1,8.58
7.90919,0.8156544,0.4310192,3.401,0.96,17.1,8.24
14.697228,0.8248046,0.4246316,2.859,1.09,14.7,5.53
25.545056,0.8267336,0.4120824,3.341,0.55,22.2,7.97
15.217884,0.815272,0.4638682,2.957,0.71,18.1,5.23
11.706512,0.7611568,0.3745186,2.291,0.65,15.4,5.26
14.420416,0.8214544,0.46384,2.342,0.8,16.4,6.8
12.867253,0.755818,0.3837708,2.442,1.21,13,5.24
12.732236,0.7789502,0.3791434,2.08,0.66,16.4,4.59
24.511591,0.8062662,0.4720888,2.223,1.18,18.3,6.43
10.552562,0.8235898,0.4652814,1.636,0.77,13.6,4.63
13.993022,0.7476352,0.3522744,2.456,1.07,14,6.35
9.376275,0.8079686,0.4372124,2.326,0.54,15.8,4.7
23.86662,0.8394212,0.5068228,2.332,0.57,16.4,6.76
9.189781,0.784735,0.434835,2.618,1.51,12.2,4.83
9.669621,0.7927046,0.4452948,2.465,1.17,11.5,4.5
7.143184,0.7644368,0.4031714,1.945,1.2,12,4.22
10.644842,0.7883994,0.4052278,2.19,1.21,12,4.48
16.587461,0.8286276,0.4772028,2.534,0.57,16.4,5.52
24.157064,0.839696,0.4991798,2.184,0.35,20.7,5.73
22.119204,0.788666,0.3899964,1.812,0.76,17.2,7.24
10.546737,0.8058636,0.4413134,2.397,0.94,13.7,5.81
9.68322,0.79457,0.3952464,2.138,1.09,12.6,3.88
20.419364,0.8367228,0.4673216,1.935,0.52,18,5.44
11.057654,0.7917264,0.3921518,1.733,0.58,14.9,4.77
9.811433,0.786976,0.3767402,2.03,0.55,13.6,4.63
8.232045,0.8700802,0.5450732,1.701,1.17,12.7,4.22
7.955214,0.774308,0.3984466,1.741,0.79,11.9,4.23
10.652604,0.7597132,0.29513,1.944,1.08,15.7,5.43
13.196525,0.7950246,0.4061402,2.305,0.64,17.8,3.56
17.38977,0.8160964,0.4527742,2.333,1.34,17.5,5.8
11.499609,0.7800144,0.4193398,2.275,0.92,14,5.19
7.793976,0.8426578,0.4643086,2.486,1.24,12.8,4.3
9.508379,0.8054978,0.4473446,1.816,0.99,14.1,4.74
26.582474,0.8366416,0.5234914,2.194,0.55,20.2,8.57
19.08767,0.8345466,0.463747,1.527,1.12,15.9,7.16
23.266342,0.8193168,0.4600426,2.893,1.27,19.6,7.72
21.358642,0.8378466,0.4975792,1.949,1.35,15.1,6.4
18.082333,0.8640648,0.5316658,1.526,0.87,17.1,6.82
26.820442,0.8798472,0.599682,2.18,1.2,17.7,7.3
21.968632,0.8144698,0.4582144,1.906,0.27,17.1,5.85
9.522945,0.825144,0.4597838,2.235,1.19,14.4,4.82
19.121652,0.8423136,0.5120552,2.483,0.46,18.9,5.7
14.028954,0.8064462,0.415026,2.239,0.74,14.9,5.78
12.323238,0.825794,0.4797706,2.575,1.51,11,5.09
8.855877,0.8330548,0.4319398,2.519,1.15,17.7,6.36
27.818806,0.8323654,0.4722138,2.52,0.75,20.1,7.2
13.310636,0.8676186,0.5371706,2.557,1.21,14.4,0.52
19.521154,0.840711,0.4472906,2.204,0.55,16.5,6.81
23.425043,0.813196,0.4795364,2.366,1.07,18.3,7.88
13.98715,0.829317,0.4391648,2.301,0.96,14.8,5.78
12.328622,0.8039294,0.446384,2.183,0.97,15,5
22.156572,0.8394156,0.4614064,2.243,1.07,16.4,7.79
11.308809,0.8055238,0.4259004,2.144,1.03,13.8,5.16
20.020018,0.832014,0.498687,1.953,0.74,15.4,7.65
21.130472,0.8405838,0.4566212,2.648,0.66,17.7,7.32
17.772402,0.8479182,0.5442614,2.205,0.59,20.7,7.12
19.53732,0.8046358,0.4410852,2.387,1.24,16.6,7.12
27.155379,0.8420632,0.5294744,2.749,1.38,17.7,7.14
11.408447,0.8393082,0.4907282,2.183,0.65,14.8,7.15
11.212213,0.8053968,0.4371036,1.961,1.65,12.4,5.53
19.160374,0.847886,0.4564712,2.121,1.5,14.5,7.2
8.967846,0.8129794,0.441777,1.882,1.33,11.9,6.69
25.073186,0.839565,0.4803426,2.885,1.06,17.4,6.4
27.35157,0.819882,0.5020444,2.662,0.88,18.5,7.1
22.625573,0.8003338,0.4773466,2.5,0.67,17.7,8.03
10.053252,0.8260392,0.4245334,2.126,0.95,11.6,4.97
28.277705,0.857999,0.4593446,3.24,1.28,18.1,6.29
21.301358,0.8288034,0.4360516,2.523,1.05,18.5,8.53
24.731615,0.8207354,0.4607274,2.373,1.17,16.8,8.05
22.720194,0.8103754,0.433789,2.782,0.74,21.2,7.85
15.322278,0.7922366,0.4449314,2.43,0.77,17,7.2
21.257824,0.8437844,0.4854832,2.157,1.55,13.7,6
11.208601,0.8541168,0.4658708,2.387,1.54,15.4,7.56
11.941549,0.8430748,0.5159002,2.543,0.97,17.1,6.36
16.429516,0.7958692,0.4236264,1.866,0.76,13.1,6.84
5.592086,0.7872932,0.4314088,2.301,1.4,9.8,4.38
1.673161,0.7730464,0.3767174,2.059,1.37,11,3.68
17.60872,0.828991,0.4857126,2.261,0.92,16,7.35
10.651611,0.8658566,0.5256972,2.272,1.57,14.1,6.58
9.054844,0.8471164,0.5139284,1.233,1.07,12.5,6.25
13.657907,0.830807,0.4592914,2.127,0.93,16.8,8.18
23.28199,0.8079934,0.4339988,2.593,0.97,19.6,8.14
29.421743,0.8210144,0.4270198,2.018,0.74,18.5,8.36
